experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
170,Actor,GraphSAGE,32,128,1,0
171,Actor,GraphSAGE,32,128,1,1
172,Actor,GraphSAGE,32,128,1,2
173,Actor,GraphSAGE,32,128,1,3
174,Actor,GraphSAGE,32,128,1,4
175,Actor,GraphSAGE,32,128,1,5
176,Actor,GraphSAGE,32,128,1,6
177,Actor,GraphSAGE,32,128,1,7
178,Actor,GraphSAGE,32,128,1,8
179,Actor,GraphSAGE,32,128,1,9
180,Actor,GCNPairNorm,8,64,1,0
181,Actor,GCNPairNorm,8,64,1,1
182,Actor,GCNPairNorm,8,64,1,2
183,Actor,GCNPairNorm,8,64,1,3
184,Actor,GCNPairNorm,8,64,1,4
185,Actor,GCNPairNorm,8,64,1,5
186,Actor,GCNPairNorm,8,64,1,6
187,Actor,GCNPairNorm,8,64,1,7
188,Actor,GCNPairNorm,8,64,1,8
189,Actor,GCNPairNorm,8,64,1,9
190,Actor,GCNPairNorm,8,128,1,0
191,Actor,GCNPairNorm,8,128,1,1
192,Actor,GCNPairNorm,8,128,1,2
193,Actor,GCNPairNorm,8,128,1,3
194,Actor,GCNPairNorm,8,128,1,4
195,Actor,GCNPairNorm,8,128,1,5
196,Actor,GCNPairNorm,8,128,1,6
197,Actor,GCNPairNorm,8,128,1,7
198,Actor,GCNPairNorm,8,128,1,8
199,Actor,GCNPairNorm,8,128,1,9
200,Actor,GCNPairNorm,16,64,1,0
201,Actor,GCNPairNorm,16,64,1,1
202,Actor,GCNPairNorm,16,64,1,2
203,Actor,GCNPairNorm,16,64,1,3
204,Actor,GCNPairNorm,16,64,1,4
205,Actor,GCNPairNorm,16,64,1,5
206,Actor,GCNPairNorm,16,64,1,6
207,Actor,GCNPairNorm,16,64,1,7
208,Actor,GCNPairNorm,16,64,1,8
209,Actor,GCNPairNorm,16,64,1,9
210,Actor,GCNPairNorm,16,128,1,0
211,Actor,GCNPairNorm,16,128,1,1
212,Actor,GCNPairNorm,16,128,1,2
213,Actor,GCNPairNorm,16,128,1,3
214,Actor,GCNPairNorm,16,128,1,4
215,Actor,GCNPairNorm,16,128,1,5
216,Actor,GCNPairNorm,16,128,1,6
217,Actor,GCNPairNorm,16,128,1,7
218,Actor,GCNPairNorm,16,128,1,8
219,Actor,GCNPairNorm,16,128,1,9
220,Actor,GCNPairNorm,32,64,1,0
221,Actor,GCNPairNorm,32,64,1,1
222,Actor,GCNPairNorm,32,64,1,2
223,Actor,GCNPairNorm,32,64,1,3
224,Actor,GCNPairNorm,32,64,1,4
225,Actor,GCNPairNorm,32,64,1,5
226,Actor,GCNPairNorm,32,64,1,6
227,Actor,GCNPairNorm,32,64,1,7
228,Actor,GCNPairNorm,32,64,1,8
229,Actor,GCNPairNorm,32,64,1,9
230,Actor,GCNPairNorm,32,128,1,0
231,Actor,GCNPairNorm,32,128,1,1
232,Actor,GCNPairNorm,32,128,1,2
233,Actor,GCNPairNorm,32,128,1,3
234,Actor,GCNPairNorm,32,128,1,4
235,Actor,GCNPairNorm,32,128,1,5
236,Actor,GCNPairNorm,32,128,1,6
237,Actor,GCNPairNorm,32,128,1,7
238,Actor,GCNPairNorm,32,128,1,8
239,Actor,GCNPairNorm,32,128,1,9
240,Actor,GATPairNorm,8,64,1,0
241,Actor,GATPairNorm,8,64,1,1
242,Actor,GATPairNorm,8,64,1,2
243,Actor,GATPairNorm,8,64,1,3
244,Actor,GATPairNorm,8,64,1,4
245,Actor,GATPairNorm,8,64,1,5
246,Actor,GATPairNorm,8,64,1,6
247,Actor,GATPairNorm,8,64,1,7
248,Actor,GATPairNorm,8,64,1,8
249,Actor,GATPairNorm,8,64,1,9
250,Actor,GATPairNorm,8,128,1,0
251,Actor,GATPairNorm,8,128,1,1
252,Actor,GATPairNorm,8,128,1,2
253,Actor,GATPairNorm,8,128,1,3
254,Actor,GATPairNorm,8,128,1,4
255,Actor,GATPairNorm,8,128,1,5
256,Actor,GATPairNorm,8,128,1,6
257,Actor,GATPairNorm,8,128,1,7
258,Actor,GATPairNorm,8,128,1,8
259,Actor,GATPairNorm,8,128,1,9
260,Actor,GATPairNorm,16,64,1,0
261,Actor,GATPairNorm,16,64,1,1
262,Actor,GATPairNorm,16,64,1,2
263,Actor,GATPairNorm,16,64,1,3
264,Actor,GATPairNorm,16,64,1,4
265,Actor,GATPairNorm,16,64,1,5
266,Actor,GATPairNorm,16,64,1,6
267,Actor,GATPairNorm,16,64,1,7
268,Actor,GATPairNorm,16,64,1,8
269,Actor,GATPairNorm,16,64,1,9
270,Actor,GATPairNorm,16,128,1,0
271,Actor,GATPairNorm,16,128,1,1
272,Actor,GATPairNorm,16,128,1,2
273,Actor,GATPairNorm,16,128,1,3
274,Actor,GATPairNorm,16,128,1,4
275,Actor,GATPairNorm,16,128,1,5
276,Actor,GATPairNorm,16,128,1,6
277,Actor,GATPairNorm,16,128,1,7
278,Actor,GATPairNorm,16,128,1,8
279,Actor,GATPairNorm,16,128,1,9
280,Actor,GATPairNorm,32,64,1,0
281,Actor,GATPairNorm,32,64,1,1
282,Actor,GATPairNorm,32,64,1,2
283,Actor,GATPairNorm,32,64,1,3
284,Actor,GATPairNorm,32,64,1,4
285,Actor,GATPairNorm,32,64,1,5
286,Actor,GATPairNorm,32,64,1,6
287,Actor,GATPairNorm,32,64,1,7
288,Actor,GATPairNorm,32,64,1,8
289,Actor,GATPairNorm,32,64,1,9
290,Actor,GATPairNorm,32,128,1,0
291,Actor,GATPairNorm,32,128,1,1
292,Actor,GATPairNorm,32,128,1,2
293,Actor,GATPairNorm,32,128,1,3
294,Actor,GATPairNorm,32,128,1,4
295,Actor,GATPairNorm,32,128,1,5
296,Actor,GATPairNorm,32,128,1,6
297,Actor,GATPairNorm,32,128,1,7
298,Actor,GATPairNorm,32,128,1,8
299,Actor,GATPairNorm,32,128,1,9
300,Actor,GraphSAGEPairNorm,8,64,1,0
301,Actor,GraphSAGEPairNorm,8,64,1,1
302,Actor,GraphSAGEPairNorm,8,64,1,2
303,Actor,GraphSAGEPairNorm,8,64,1,3
304,Actor,GraphSAGEPairNorm,8,64,1,4
305,Actor,GraphSAGEPairNorm,8,64,1,5
306,Actor,GraphSAGEPairNorm,8,64,1,6
307,Actor,GraphSAGEPairNorm,8,64,1,7
308,Actor,GraphSAGEPairNorm,8,64,1,8
309,Actor,GraphSAGEPairNorm,8,64,1,9
310,Actor,GraphSAGEPairNorm,8,128,1,0
311,Actor,GraphSAGEPairNorm,8,128,1,1
312,Actor,GraphSAGEPairNorm,8,128,1,2
313,Actor,GraphSAGEPairNorm,8,128,1,3
314,Actor,GraphSAGEPairNorm,8,128,1,4
315,Actor,GraphSAGEPairNorm,8,128,1,5
316,Actor,GraphSAGEPairNorm,8,128,1,6
317,Actor,GraphSAGEPairNorm,8,128,1,7
318,Actor,GraphSAGEPairNorm,8,128,1,8
319,Actor,GraphSAGEPairNorm,8,128,1,9
320,Actor,GraphSAGEPairNorm,16,64,1,0
321,Actor,GraphSAGEPairNorm,16,64,1,1
322,Actor,GraphSAGEPairNorm,16,64,1,2
323,Actor,GraphSAGEPairNorm,16,64,1,3
324,Actor,GraphSAGEPairNorm,16,64,1,4
325,Actor,GraphSAGEPairNorm,16,64,1,5
326,Actor,GraphSAGEPairNorm,16,64,1,6
327,Actor,GraphSAGEPairNorm,16,64,1,7
328,Actor,GraphSAGEPairNorm,16,64,1,8
329,Actor,GraphSAGEPairNorm,16,64,1,9
330,Actor,GraphSAGEPairNorm,16,128,1,0
331,Actor,GraphSAGEPairNorm,16,128,1,1
332,Actor,GraphSAGEPairNorm,16,128,1,2
333,Actor,GraphSAGEPairNorm,16,128,1,3
334,Actor,GraphSAGEPairNorm,16,128,1,4
335,Actor,GraphSAGEPairNorm,16,128,1,5
336,Actor,GraphSAGEPairNorm,16,128,1,6
337,Actor,GraphSAGEPairNorm,16,128,1,7
338,Actor,GraphSAGEPairNorm,16,128,1,8
339,Actor,GraphSAGEPairNorm,16,128,1,9
340,Actor,GraphSAGEPairNorm,32,64,1,0
341,Actor,GraphSAGEPairNorm,32,64,1,1
342,Actor,GraphSAGEPairNorm,32,64,1,2
343,Actor,GraphSAGEPairNorm,32,64,1,3
344,Actor,GraphSAGEPairNorm,32,64,1,4
345,Actor,GraphSAGEPairNorm,32,64,1,5
346,Actor,GraphSAGEPairNorm,32,64,1,6
347,Actor,GraphSAGEPairNorm,32,64,1,7
348,Actor,GraphSAGEPairNorm,32,64,1,8
349,Actor,GraphSAGEPairNorm,32,64,1,9
350,Actor,GraphSAGEPairNorm,32,128,1,0
351,Actor,GraphSAGEPairNorm,32,128,1,1
352,Actor,GraphSAGEPairNorm,32,128,1,2
353,Actor,GraphSAGEPairNorm,32,128,1,3
354,Actor,GraphSAGEPairNorm,32,128,1,4
355,Actor,GraphSAGEPairNorm,32,128,1,5
356,Actor,GraphSAGEPairNorm,32,128,1,6
357,Actor,GraphSAGEPairNorm,32,128,1,7
358,Actor,GraphSAGEPairNorm,32,128,1,8
359,Actor,GraphSAGEPairNorm,32,128,1,9
