experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
74,Amazon-Ratings,GAT,8,128,1,4
75,Amazon-Ratings,GAT,8,128,1,5
76,Amazon-Ratings,GAT,8,128,1,6
77,Amazon-Ratings,GAT,8,128,1,7
78,Amazon-Ratings,GAT,8,128,1,8
79,Amazon-Ratings,GAT,8,128,1,9
80,Amazon-Ratings,GAT,16,64,1,0
81,Amazon-Ratings,GAT,16,64,1,1
82,Amazon-Ratings,GAT,16,64,1,2
83,Amazon-Ratings,GAT,16,64,1,3
84,Amazon-Ratings,GAT,16,64,1,4
85,Amazon-Ratings,GAT,16,64,1,5
86,Amazon-Ratings,GAT,16,64,1,6
87,Amazon-Ratings,GAT,16,64,1,7
88,Amazon-Ratings,GAT,16,64,1,8
89,Amazon-Ratings,GAT,16,64,1,9
90,Amazon-Ratings,GAT,16,128,1,0
91,Amazon-Ratings,GAT,16,128,1,1
92,Amazon-Ratings,GAT,16,128,1,2
93,Amazon-Ratings,GAT,16,128,1,3
94,Amazon-Ratings,GAT,16,128,1,4
95,Amazon-Ratings,GAT,16,128,1,5
96,Amazon-Ratings,GAT,16,128,1,6
97,Amazon-Ratings,GAT,16,128,1,7
98,Amazon-Ratings,GAT,16,128,1,8
99,Amazon-Ratings,GAT,16,128,1,9
100,Amazon-Ratings,GAT,32,64,1,0
101,Amazon-Ratings,GAT,32,64,1,1
102,Amazon-Ratings,GAT,32,64,1,2
103,Amazon-Ratings,GAT,32,64,1,3
104,Amazon-Ratings,GAT,32,64,1,4
105,Amazon-Ratings,GAT,32,64,1,5
106,Amazon-Ratings,GAT,32,64,1,6
107,Amazon-Ratings,GAT,32,64,1,7
108,Amazon-Ratings,GAT,32,64,1,8
109,Amazon-Ratings,GAT,32,64,1,9
110,Amazon-Ratings,GAT,32,128,1,0
111,Amazon-Ratings,GAT,32,128,1,1
112,Amazon-Ratings,GAT,32,128,1,2
113,Amazon-Ratings,GAT,32,128,1,3
114,Amazon-Ratings,GAT,32,128,1,4
115,Amazon-Ratings,GAT,32,128,1,5
116,Amazon-Ratings,GAT,32,128,1,6
117,Amazon-Ratings,GAT,32,128,1,7
118,Amazon-Ratings,GAT,32,128,1,8
119,Amazon-Ratings,GAT,32,128,1,9
120,Amazon-Ratings,GraphSAGE,8,64,1,0
121,Amazon-Ratings,GraphSAGE,8,64,1,1
122,Amazon-Ratings,GraphSAGE,8,64,1,2
123,Amazon-Ratings,GraphSAGE,8,64,1,3
124,Amazon-Ratings,GraphSAGE,8,64,1,4
125,Amazon-Ratings,GraphSAGE,8,64,1,5
126,Amazon-Ratings,GraphSAGE,8,64,1,6
127,Amazon-Ratings,GraphSAGE,8,64,1,7
128,Amazon-Ratings,GraphSAGE,8,64,1,8
129,Amazon-Ratings,GraphSAGE,8,64,1,9
130,Amazon-Ratings,GraphSAGE,8,128,1,0
131,Amazon-Ratings,GraphSAGE,8,128,1,1
132,Amazon-Ratings,GraphSAGE,8,128,1,2
133,Amazon-Ratings,GraphSAGE,8,128,1,3
134,Amazon-Ratings,GraphSAGE,8,128,1,4
135,Amazon-Ratings,GraphSAGE,8,128,1,5
136,Amazon-Ratings,GraphSAGE,8,128,1,6
137,Amazon-Ratings,GraphSAGE,8,128,1,7
138,Amazon-Ratings,GraphSAGE,8,128,1,8
139,Amazon-Ratings,GraphSAGE,8,128,1,9
140,Amazon-Ratings,GraphSAGE,16,64,1,0
141,Amazon-Ratings,GraphSAGE,16,64,1,1
142,Amazon-Ratings,GraphSAGE,16,64,1,2
143,Amazon-Ratings,GraphSAGE,16,64,1,3
144,Amazon-Ratings,GraphSAGE,16,64,1,4
145,Amazon-Ratings,GraphSAGE,16,64,1,5
146,Amazon-Ratings,GraphSAGE,16,64,1,6
147,Amazon-Ratings,GraphSAGE,16,64,1,7
148,Amazon-Ratings,GraphSAGE,16,64,1,8
149,Amazon-Ratings,GraphSAGE,16,64,1,9
150,Amazon-Ratings,GraphSAGE,16,128,1,0
151,Amazon-Ratings,GraphSAGE,16,128,1,1
152,Amazon-Ratings,GraphSAGE,16,128,1,2
153,Amazon-Ratings,GraphSAGE,16,128,1,3
154,Amazon-Ratings,GraphSAGE,16,128,1,4
155,Amazon-Ratings,GraphSAGE,16,128,1,5
156,Amazon-Ratings,GraphSAGE,16,128,1,6
157,Amazon-Ratings,GraphSAGE,16,128,1,7
158,Amazon-Ratings,GraphSAGE,16,128,1,8
159,Amazon-Ratings,GraphSAGE,16,128,1,9
160,Amazon-Ratings,GraphSAGE,32,64,1,0
161,Amazon-Ratings,GraphSAGE,32,64,1,1
162,Amazon-Ratings,GraphSAGE,32,64,1,2
163,Amazon-Ratings,GraphSAGE,32,64,1,3
164,Amazon-Ratings,GraphSAGE,32,64,1,4
165,Amazon-Ratings,GraphSAGE,32,64,1,5
166,Amazon-Ratings,GraphSAGE,32,64,1,6
167,Amazon-Ratings,GraphSAGE,32,64,1,7
168,Amazon-Ratings,GraphSAGE,32,64,1,8
169,Amazon-Ratings,GraphSAGE,32,64,1,9
170,Amazon-Ratings,GraphSAGE,32,128,1,0
171,Amazon-Ratings,GraphSAGE,32,128,1,1
172,Amazon-Ratings,GraphSAGE,32,128,1,2
173,Amazon-Ratings,GraphSAGE,32,128,1,3
174,Amazon-Ratings,GraphSAGE,32,128,1,4
175,Amazon-Ratings,GraphSAGE,32,128,1,5
176,Amazon-Ratings,GraphSAGE,32,128,1,6
177,Amazon-Ratings,GraphSAGE,32,128,1,7
178,Amazon-Ratings,GraphSAGE,32,128,1,8
179,Amazon-Ratings,GraphSAGE,32,128,1,9
