experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
232,Squirrel,GCNPairNorm,32,128,1,2
233,Squirrel,GCNPairNorm,32,128,1,3
234,Squirrel,GCNPairNorm,32,128,1,4
235,Squirrel,GCNPairNorm,32,128,1,5
236,Squirrel,GCNPairNorm,32,128,1,6
237,Squirrel,GCNPairNorm,32,128,1,7
238,Squirrel,GCNPairNorm,32,128,1,8
239,Squirrel,GCNPairNorm,32,128,1,9
240,Squirrel,GATPairNorm,8,64,1,0
241,Squirrel,GATPairNorm,8,64,1,1
242,Squirrel,GATPairNorm,8,64,1,2
243,Squirrel,GATPairNorm,8,64,1,3
244,Squirrel,GATPairNorm,8,64,1,4
245,Squirrel,GATPairNorm,8,64,1,5
246,Squirrel,GATPairNorm,8,64,1,6
247,Squirrel,GATPairNorm,8,64,1,7
248,Squirrel,GATPairNorm,8,64,1,8
249,Squirrel,GATPairNorm,8,64,1,9
250,Squirrel,GATPairNorm,8,128,1,0
251,Squirrel,GATPairNorm,8,128,1,1
252,Squirrel,GATPairNorm,8,128,1,2
253,Squirrel,GATPairNorm,8,128,1,3
254,Squirrel,GATPairNorm,8,128,1,4
255,Squirrel,GATPairNorm,8,128,1,5
256,Squirrel,GATPairNorm,8,128,1,6
257,Squirrel,GATPairNorm,8,128,1,7
258,Squirrel,GATPairNorm,8,128,1,8
259,Squirrel,GATPairNorm,8,128,1,9
260,Squirrel,GATPairNorm,16,64,1,0
261,Squirrel,GATPairNorm,16,64,1,1
262,Squirrel,GATPairNorm,16,64,1,2
263,Squirrel,GATPairNorm,16,64,1,3
264,Squirrel,GATPairNorm,16,64,1,4
265,Squirrel,GATPairNorm,16,64,1,5
266,Squirrel,GATPairNorm,16,64,1,6
267,Squirrel,GATPairNorm,16,64,1,7
268,Squirrel,GATPairNorm,16,64,1,8
269,Squirrel,GATPairNorm,16,64,1,9
270,Squirrel,GATPairNorm,16,128,1,0
271,Squirrel,GATPairNorm,16,128,1,1
272,Squirrel,GATPairNorm,16,128,1,2
273,Squirrel,GATPairNorm,16,128,1,3
274,Squirrel,GATPairNorm,16,128,1,4
275,Squirrel,GATPairNorm,16,128,1,5
276,Squirrel,GATPairNorm,16,128,1,6
277,Squirrel,GATPairNorm,16,128,1,7
278,Squirrel,GATPairNorm,16,128,1,8
279,Squirrel,GATPairNorm,16,128,1,9
280,Squirrel,GATPairNorm,32,64,1,0
281,Squirrel,GATPairNorm,32,64,1,1
282,Squirrel,GATPairNorm,32,64,1,2
283,Squirrel,GATPairNorm,32,64,1,3
284,Squirrel,GATPairNorm,32,64,1,4
285,Squirrel,GATPairNorm,32,64,1,5
286,Squirrel,GATPairNorm,32,64,1,6
287,Squirrel,GATPairNorm,32,64,1,7
288,Squirrel,GATPairNorm,32,64,1,8
289,Squirrel,GATPairNorm,32,64,1,9
290,Squirrel,GATPairNorm,32,128,1,0
291,Squirrel,GATPairNorm,32,128,1,1
292,Squirrel,GATPairNorm,32,128,1,2
293,Squirrel,GATPairNorm,32,128,1,3
294,Squirrel,GATPairNorm,32,128,1,4
295,Squirrel,GATPairNorm,32,128,1,5
296,Squirrel,GATPairNorm,32,128,1,6
297,Squirrel,GATPairNorm,32,128,1,7
298,Squirrel,GATPairNorm,32,128,1,8
299,Squirrel,GATPairNorm,32,128,1,9
300,Squirrel,GraphSAGEPairNorm,8,64,1,0
301,Squirrel,GraphSAGEPairNorm,8,64,1,1
302,Squirrel,GraphSAGEPairNorm,8,64,1,2
303,Squirrel,GraphSAGEPairNorm,8,64,1,3
304,Squirrel,GraphSAGEPairNorm,8,64,1,4
305,Squirrel,GraphSAGEPairNorm,8,64,1,5
306,Squirrel,GraphSAGEPairNorm,8,64,1,6
307,Squirrel,GraphSAGEPairNorm,8,64,1,7
308,Squirrel,GraphSAGEPairNorm,8,64,1,8
309,Squirrel,GraphSAGEPairNorm,8,64,1,9
310,Squirrel,GraphSAGEPairNorm,8,128,1,0
311,Squirrel,GraphSAGEPairNorm,8,128,1,1
312,Squirrel,GraphSAGEPairNorm,8,128,1,2
313,Squirrel,GraphSAGEPairNorm,8,128,1,3
314,Squirrel,GraphSAGEPairNorm,8,128,1,4
315,Squirrel,GraphSAGEPairNorm,8,128,1,5
316,Squirrel,GraphSAGEPairNorm,8,128,1,6
317,Squirrel,GraphSAGEPairNorm,8,128,1,7
318,Squirrel,GraphSAGEPairNorm,8,128,1,8
319,Squirrel,GraphSAGEPairNorm,8,128,1,9
320,Squirrel,GraphSAGEPairNorm,16,64,1,0
321,Squirrel,GraphSAGEPairNorm,16,64,1,1
322,Squirrel,GraphSAGEPairNorm,16,64,1,2
323,Squirrel,GraphSAGEPairNorm,16,64,1,3
324,Squirrel,GraphSAGEPairNorm,16,64,1,4
325,Squirrel,GraphSAGEPairNorm,16,64,1,5
326,Squirrel,GraphSAGEPairNorm,16,64,1,6
327,Squirrel,GraphSAGEPairNorm,16,64,1,7
328,Squirrel,GraphSAGEPairNorm,16,64,1,8
329,Squirrel,GraphSAGEPairNorm,16,64,1,9
330,Squirrel,GraphSAGEPairNorm,16,128,1,0
331,Squirrel,GraphSAGEPairNorm,16,128,1,1
332,Squirrel,GraphSAGEPairNorm,16,128,1,2
333,Squirrel,GraphSAGEPairNorm,16,128,1,3
334,Squirrel,GraphSAGEPairNorm,16,128,1,4
335,Squirrel,GraphSAGEPairNorm,16,128,1,5
336,Squirrel,GraphSAGEPairNorm,16,128,1,6
337,Squirrel,GraphSAGEPairNorm,16,128,1,7
338,Squirrel,GraphSAGEPairNorm,16,128,1,8
339,Squirrel,GraphSAGEPairNorm,16,128,1,9
340,Squirrel,GraphSAGEPairNorm,32,64,1,0
341,Squirrel,GraphSAGEPairNorm,32,64,1,1
342,Squirrel,GraphSAGEPairNorm,32,64,1,2
343,Squirrel,GraphSAGEPairNorm,32,64,1,3
344,Squirrel,GraphSAGEPairNorm,32,64,1,4
345,Squirrel,GraphSAGEPairNorm,32,64,1,5
346,Squirrel,GraphSAGEPairNorm,32,64,1,6
347,Squirrel,GraphSAGEPairNorm,32,64,1,7
348,Squirrel,GraphSAGEPairNorm,32,64,1,8
349,Squirrel,GraphSAGEPairNorm,32,64,1,9
350,Squirrel,GraphSAGEPairNorm,32,128,1,0
351,Squirrel,GraphSAGEPairNorm,32,128,1,1
352,Squirrel,GraphSAGEPairNorm,32,128,1,2
353,Squirrel,GraphSAGEPairNorm,32,128,1,3
354,Squirrel,GraphSAGEPairNorm,32,128,1,4
355,Squirrel,GraphSAGEPairNorm,32,128,1,5
356,Squirrel,GraphSAGEPairNorm,32,128,1,6
357,Squirrel,GraphSAGEPairNorm,32,128,1,7
358,Squirrel,GraphSAGEPairNorm,32,128,1,8
359,Squirrel,GraphSAGEPairNorm,32,128,1,9
