experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
95,Roman-empire,GAT,16,128,1,5
96,Roman-empire,GAT,16,128,1,6
97,Roman-empire,GAT,16,128,1,7
98,Roman-empire,GAT,16,128,1,8
99,Roman-empire,GAT,16,128,1,9
100,Roman-empire,GAT,32,64,1,0
101,Roman-empire,GAT,32,64,1,1
102,Roman-empire,GAT,32,64,1,2
103,Roman-empire,GAT,32,64,1,3
104,Roman-empire,GAT,32,64,1,4
105,Roman-empire,GAT,32,64,1,5
106,Roman-empire,GAT,32,64,1,6
107,Roman-empire,GAT,32,64,1,7
108,Roman-empire,GAT,32,64,1,8
109,Roman-empire,GAT,32,64,1,9
110,Roman-empire,GAT,32,128,1,0
111,Roman-empire,GAT,32,128,1,1
112,Roman-empire,GAT,32,128,1,2
113,Roman-empire,GAT,32,128,1,3
114,Roman-empire,GAT,32,128,1,4
115,Roman-empire,GAT,32,128,1,5
116,Roman-empire,GAT,32,128,1,6
117,Roman-empire,GAT,32,128,1,7
118,Roman-empire,GAT,32,128,1,8
119,Roman-empire,GAT,32,128,1,9
120,Roman-empire,GraphSAGE,8,64,1,0
121,Roman-empire,GraphSAGE,8,64,1,1
122,Roman-empire,GraphSAGE,8,64,1,2
123,Roman-empire,GraphSAGE,8,64,1,3
124,Roman-empire,GraphSAGE,8,64,1,4
125,Roman-empire,GraphSAGE,8,64,1,5
126,Roman-empire,GraphSAGE,8,64,1,6
127,Roman-empire,GraphSAGE,8,64,1,7
128,Roman-empire,GraphSAGE,8,64,1,8
129,Roman-empire,GraphSAGE,8,64,1,9
130,Roman-empire,GraphSAGE,8,128,1,0
131,Roman-empire,GraphSAGE,8,128,1,1
132,Roman-empire,GraphSAGE,8,128,1,2
133,Roman-empire,GraphSAGE,8,128,1,3
134,Roman-empire,GraphSAGE,8,128,1,4
135,Roman-empire,GraphSAGE,8,128,1,5
136,Roman-empire,GraphSAGE,8,128,1,6
137,Roman-empire,GraphSAGE,8,128,1,7
138,Roman-empire,GraphSAGE,8,128,1,8
139,Roman-empire,GraphSAGE,8,128,1,9
140,Roman-empire,GraphSAGE,16,64,1,0
141,Roman-empire,GraphSAGE,16,64,1,1
142,Roman-empire,GraphSAGE,16,64,1,2
143,Roman-empire,GraphSAGE,16,64,1,3
144,Roman-empire,GraphSAGE,16,64,1,4
145,Roman-empire,GraphSAGE,16,64,1,5
146,Roman-empire,GraphSAGE,16,64,1,6
147,Roman-empire,GraphSAGE,16,64,1,7
148,Roman-empire,GraphSAGE,16,64,1,8
149,Roman-empire,GraphSAGE,16,64,1,9
150,Roman-empire,GraphSAGE,16,128,1,0
151,Roman-empire,GraphSAGE,16,128,1,1
152,Roman-empire,GraphSAGE,16,128,1,2
153,Roman-empire,GraphSAGE,16,128,1,3
154,Roman-empire,GraphSAGE,16,128,1,4
155,Roman-empire,GraphSAGE,16,128,1,5
156,Roman-empire,GraphSAGE,16,128,1,6
157,Roman-empire,GraphSAGE,16,128,1,7
158,Roman-empire,GraphSAGE,16,128,1,8
159,Roman-empire,GraphSAGE,16,128,1,9
160,Roman-empire,GraphSAGE,32,64,1,0
161,Roman-empire,GraphSAGE,32,64,1,1
162,Roman-empire,GraphSAGE,32,64,1,2
163,Roman-empire,GraphSAGE,32,64,1,3
164,Roman-empire,GraphSAGE,32,64,1,4
165,Roman-empire,GraphSAGE,32,64,1,5
166,Roman-empire,GraphSAGE,32,64,1,6
167,Roman-empire,GraphSAGE,32,64,1,7
168,Roman-empire,GraphSAGE,32,64,1,8
169,Roman-empire,GraphSAGE,32,64,1,9
170,Roman-empire,GraphSAGE,32,128,1,0
171,Roman-empire,GraphSAGE,32,128,1,1
172,Roman-empire,GraphSAGE,32,128,1,2
173,Roman-empire,GraphSAGE,32,128,1,3
174,Roman-empire,GraphSAGE,32,128,1,4
175,Roman-empire,GraphSAGE,32,128,1,5
176,Roman-empire,GraphSAGE,32,128,1,6
177,Roman-empire,GraphSAGE,32,128,1,7
178,Roman-empire,GraphSAGE,32,128,1,8
179,Roman-empire,GraphSAGE,32,128,1,9
180,Roman-empire,GCNPairNorm,8,64,1,0
181,Roman-empire,GCNPairNorm,8,64,1,1
182,Roman-empire,GCNPairNorm,8,64,1,2
183,Roman-empire,GCNPairNorm,8,64,1,3
184,Roman-empire,GCNPairNorm,8,64,1,4
185,Roman-empire,GCNPairNorm,8,64,1,5
186,Roman-empire,GCNPairNorm,8,64,1,6
187,Roman-empire,GCNPairNorm,8,64,1,7
188,Roman-empire,GCNPairNorm,8,64,1,8
189,Roman-empire,GCNPairNorm,8,64,1,9
190,Roman-empire,GCNPairNorm,8,128,1,0
191,Roman-empire,GCNPairNorm,8,128,1,1
192,Roman-empire,GCNPairNorm,8,128,1,2
193,Roman-empire,GCNPairNorm,8,128,1,3
194,Roman-empire,GCNPairNorm,8,128,1,4
195,Roman-empire,GCNPairNorm,8,128,1,5
196,Roman-empire,GCNPairNorm,8,128,1,6
197,Roman-empire,GCNPairNorm,8,128,1,7
198,Roman-empire,GCNPairNorm,8,128,1,8
199,Roman-empire,GCNPairNorm,8,128,1,9
200,Roman-empire,GCNPairNorm,16,64,1,0
201,Roman-empire,GCNPairNorm,16,64,1,1
202,Roman-empire,GCNPairNorm,16,64,1,2
203,Roman-empire,GCNPairNorm,16,64,1,3
204,Roman-empire,GCNPairNorm,16,64,1,4
205,Roman-empire,GCNPairNorm,16,64,1,5
206,Roman-empire,GCNPairNorm,16,64,1,6
207,Roman-empire,GCNPairNorm,16,64,1,7
208,Roman-empire,GCNPairNorm,16,64,1,8
209,Roman-empire,GCNPairNorm,16,64,1,9
210,Roman-empire,GCNPairNorm,16,128,1,0
211,Roman-empire,GCNPairNorm,16,128,1,1
212,Roman-empire,GCNPairNorm,16,128,1,2
213,Roman-empire,GCNPairNorm,16,128,1,3
214,Roman-empire,GCNPairNorm,16,128,1,4
215,Roman-empire,GCNPairNorm,16,128,1,5
216,Roman-empire,GCNPairNorm,16,128,1,6
217,Roman-empire,GCNPairNorm,16,128,1,7
218,Roman-empire,GCNPairNorm,16,128,1,8
219,Roman-empire,GCNPairNorm,16,128,1,9
220,Roman-empire,GCNPairNorm,32,64,1,0
221,Roman-empire,GCNPairNorm,32,64,1,1
222,Roman-empire,GCNPairNorm,32,64,1,2
223,Roman-empire,GCNPairNorm,32,64,1,3
224,Roman-empire,GCNPairNorm,32,64,1,4
225,Roman-empire,GCNPairNorm,32,64,1,5
226,Roman-empire,GCNPairNorm,32,64,1,6
227,Roman-empire,GCNPairNorm,32,64,1,7
228,Roman-empire,GCNPairNorm,32,64,1,8
229,Roman-empire,GCNPairNorm,32,64,1,9
230,Roman-empire,GCNPairNorm,32,128,1,0
231,Roman-empire,GCNPairNorm,32,128,1,1
232,Roman-empire,GCNPairNorm,32,128,1,2
233,Roman-empire,GCNPairNorm,32,128,1,3
234,Roman-empire,GCNPairNorm,32,128,1,4
235,Roman-empire,GCNPairNorm,32,128,1,5
236,Roman-empire,GCNPairNorm,32,128,1,6
237,Roman-empire,GCNPairNorm,32,128,1,7
238,Roman-empire,GCNPairNorm,32,128,1,8
239,Roman-empire,GCNPairNorm,32,128,1,9
240,Roman-empire,GATPairNorm,8,64,1,0
241,Roman-empire,GATPairNorm,8,64,1,1
242,Roman-empire,GATPairNorm,8,64,1,2
243,Roman-empire,GATPairNorm,8,64,1,3
244,Roman-empire,GATPairNorm,8,64,1,4
245,Roman-empire,GATPairNorm,8,64,1,5
246,Roman-empire,GATPairNorm,8,64,1,6
247,Roman-empire,GATPairNorm,8,64,1,7
248,Roman-empire,GATPairNorm,8,64,1,8
249,Roman-empire,GATPairNorm,8,64,1,9
250,Roman-empire,GATPairNorm,8,128,1,0
251,Roman-empire,GATPairNorm,8,128,1,1
252,Roman-empire,GATPairNorm,8,128,1,2
253,Roman-empire,GATPairNorm,8,128,1,3
254,Roman-empire,GATPairNorm,8,128,1,4
255,Roman-empire,GATPairNorm,8,128,1,5
256,Roman-empire,GATPairNorm,8,128,1,6
257,Roman-empire,GATPairNorm,8,128,1,7
258,Roman-empire,GATPairNorm,8,128,1,8
259,Roman-empire,GATPairNorm,8,128,1,9
260,Roman-empire,GATPairNorm,16,64,1,0
261,Roman-empire,GATPairNorm,16,64,1,1
262,Roman-empire,GATPairNorm,16,64,1,2
263,Roman-empire,GATPairNorm,16,64,1,3
264,Roman-empire,GATPairNorm,16,64,1,4
265,Roman-empire,GATPairNorm,16,64,1,5
266,Roman-empire,GATPairNorm,16,64,1,6
267,Roman-empire,GATPairNorm,16,64,1,7
268,Roman-empire,GATPairNorm,16,64,1,8
269,Roman-empire,GATPairNorm,16,64,1,9
270,Roman-empire,GATPairNorm,16,128,1,0
271,Roman-empire,GATPairNorm,16,128,1,1
272,Roman-empire,GATPairNorm,16,128,1,2
273,Roman-empire,GATPairNorm,16,128,1,3
274,Roman-empire,GATPairNorm,16,128,1,4
275,Roman-empire,GATPairNorm,16,128,1,5
276,Roman-empire,GATPairNorm,16,128,1,6
277,Roman-empire,GATPairNorm,16,128,1,7
278,Roman-empire,GATPairNorm,16,128,1,8
279,Roman-empire,GATPairNorm,16,128,1,9
280,Roman-empire,GATPairNorm,32,64,1,0
281,Roman-empire,GATPairNorm,32,64,1,1
282,Roman-empire,GATPairNorm,32,64,1,2
283,Roman-empire,GATPairNorm,32,64,1,3
284,Roman-empire,GATPairNorm,32,64,1,4
285,Roman-empire,GATPairNorm,32,64,1,5
286,Roman-empire,GATPairNorm,32,64,1,6
287,Roman-empire,GATPairNorm,32,64,1,7
288,Roman-empire,GATPairNorm,32,64,1,8
289,Roman-empire,GATPairNorm,32,64,1,9
290,Roman-empire,GATPairNorm,32,128,1,0
291,Roman-empire,GATPairNorm,32,128,1,1
292,Roman-empire,GATPairNorm,32,128,1,2
293,Roman-empire,GATPairNorm,32,128,1,3
294,Roman-empire,GATPairNorm,32,128,1,4
295,Roman-empire,GATPairNorm,32,128,1,5
296,Roman-empire,GATPairNorm,32,128,1,6
297,Roman-empire,GATPairNorm,32,128,1,7
298,Roman-empire,GATPairNorm,32,128,1,8
299,Roman-empire,GATPairNorm,32,128,1,9
300,Roman-empire,GraphSAGEPairNorm,8,64,1,0
301,Roman-empire,GraphSAGEPairNorm,8,64,1,1
302,Roman-empire,GraphSAGEPairNorm,8,64,1,2
303,Roman-empire,GraphSAGEPairNorm,8,64,1,3
304,Roman-empire,GraphSAGEPairNorm,8,64,1,4
305,Roman-empire,GraphSAGEPairNorm,8,64,1,5
306,Roman-empire,GraphSAGEPairNorm,8,64,1,6
307,Roman-empire,GraphSAGEPairNorm,8,64,1,7
308,Roman-empire,GraphSAGEPairNorm,8,64,1,8
309,Roman-empire,GraphSAGEPairNorm,8,64,1,9
310,Roman-empire,GraphSAGEPairNorm,8,128,1,0
311,Roman-empire,GraphSAGEPairNorm,8,128,1,1
312,Roman-empire,GraphSAGEPairNorm,8,128,1,2
313,Roman-empire,GraphSAGEPairNorm,8,128,1,3
314,Roman-empire,GraphSAGEPairNorm,8,128,1,4
315,Roman-empire,GraphSAGEPairNorm,8,128,1,5
316,Roman-empire,GraphSAGEPairNorm,8,128,1,6
317,Roman-empire,GraphSAGEPairNorm,8,128,1,7
318,Roman-empire,GraphSAGEPairNorm,8,128,1,8
319,Roman-empire,GraphSAGEPairNorm,8,128,1,9
320,Roman-empire,GraphSAGEPairNorm,16,64,1,0
321,Roman-empire,GraphSAGEPairNorm,16,64,1,1
322,Roman-empire,GraphSAGEPairNorm,16,64,1,2
323,Roman-empire,GraphSAGEPairNorm,16,64,1,3
324,Roman-empire,GraphSAGEPairNorm,16,64,1,4
325,Roman-empire,GraphSAGEPairNorm,16,64,1,5
326,Roman-empire,GraphSAGEPairNorm,16,64,1,6
327,Roman-empire,GraphSAGEPairNorm,16,64,1,7
328,Roman-empire,GraphSAGEPairNorm,16,64,1,8
329,Roman-empire,GraphSAGEPairNorm,16,64,1,9
330,Roman-empire,GraphSAGEPairNorm,16,128,1,0
331,Roman-empire,GraphSAGEPairNorm,16,128,1,1
332,Roman-empire,GraphSAGEPairNorm,16,128,1,2
333,Roman-empire,GraphSAGEPairNorm,16,128,1,3
334,Roman-empire,GraphSAGEPairNorm,16,128,1,4
335,Roman-empire,GraphSAGEPairNorm,16,128,1,5
336,Roman-empire,GraphSAGEPairNorm,16,128,1,6
337,Roman-empire,GraphSAGEPairNorm,16,128,1,7
338,Roman-empire,GraphSAGEPairNorm,16,128,1,8
339,Roman-empire,GraphSAGEPairNorm,16,128,1,9
340,Roman-empire,GraphSAGEPairNorm,32,64,1,0
341,Roman-empire,GraphSAGEPairNorm,32,64,1,1
342,Roman-empire,GraphSAGEPairNorm,32,64,1,2
343,Roman-empire,GraphSAGEPairNorm,32,64,1,3
344,Roman-empire,GraphSAGEPairNorm,32,64,1,4
345,Roman-empire,GraphSAGEPairNorm,32,64,1,5
346,Roman-empire,GraphSAGEPairNorm,32,64,1,6
347,Roman-empire,GraphSAGEPairNorm,32,64,1,7
348,Roman-empire,GraphSAGEPairNorm,32,64,1,8
349,Roman-empire,GraphSAGEPairNorm,32,64,1,9
350,Roman-empire,GraphSAGEPairNorm,32,128,1,0
351,Roman-empire,GraphSAGEPairNorm,32,128,1,1
352,Roman-empire,GraphSAGEPairNorm,32,128,1,2
353,Roman-empire,GraphSAGEPairNorm,32,128,1,3
354,Roman-empire,GraphSAGEPairNorm,32,128,1,4
355,Roman-empire,GraphSAGEPairNorm,32,128,1,5
356,Roman-empire,GraphSAGEPairNorm,32,128,1,6
357,Roman-empire,GraphSAGEPairNorm,32,128,1,7
358,Roman-empire,GraphSAGEPairNorm,32,128,1,8
359,Roman-empire,GraphSAGEPairNorm,32,128,1,9
