experiment_id,dataset,model,num_layers,hidden_channels,seed,split_idx
82,Amazon-Ratings,GraphSAGE,2,64,1,2
83,Amazon-Ratings,GraphSAGE,2,64,1,3
84,Amazon-Ratings,GraphSAGE,2,64,1,4
85,Amazon-Ratings,GraphSAGE,2,64,1,5
86,Amazon-Ratings,GraphSAGE,2,64,1,6
87,Amazon-Ratings,GraphSAGE,2,64,1,7
88,Amazon-Ratings,GraphSAGE,2,64,1,8
89,Amazon-Ratings,GraphSAGE,2,64,1,9
90,Amazon-Ratings,GraphSAGE,2,128,1,0
91,Amazon-Ratings,GraphSAGE,2,128,1,1
92,Amazon-Ratings,GraphSAGE,2,128,1,2
93,Amazon-Ratings,GraphSAGE,2,128,1,3
94,Amazon-Ratings,GraphSAGE,2,128,1,4
95,Amazon-Ratings,GraphSAGE,2,128,1,5
96,Amazon-Ratings,GraphSAGE,2,128,1,6
97,Amazon-Ratings,GraphSAGE,2,128,1,7
98,Amazon-Ratings,GraphSAGE,2,128,1,8
99,Amazon-Ratings,GraphSAGE,2,128,1,9
100,Amazon-Ratings,GraphSAGE,4,64,1,0
101,Amazon-Ratings,GraphSAGE,4,64,1,1
102,Amazon-Ratings,GraphSAGE,4,64,1,2
103,Amazon-Ratings,GraphSAGE,4,64,1,3
104,Amazon-Ratings,GraphSAGE,4,64,1,4
105,Amazon-Ratings,GraphSAGE,4,64,1,5
106,Amazon-Ratings,GraphSAGE,4,64,1,6
107,Amazon-Ratings,GraphSAGE,4,64,1,7
108,Amazon-Ratings,GraphSAGE,4,64,1,8
109,Amazon-Ratings,GraphSAGE,4,64,1,9
110,Amazon-Ratings,GraphSAGE,4,128,1,0
111,Amazon-Ratings,GraphSAGE,4,128,1,1
112,Amazon-Ratings,GraphSAGE,4,128,1,2
113,Amazon-Ratings,GraphSAGE,4,128,1,3
114,Amazon-Ratings,GraphSAGE,4,128,1,4
115,Amazon-Ratings,GraphSAGE,4,128,1,5
116,Amazon-Ratings,GraphSAGE,4,128,1,6
117,Amazon-Ratings,GraphSAGE,4,128,1,7
118,Amazon-Ratings,GraphSAGE,4,128,1,8
119,Amazon-Ratings,GraphSAGE,4,128,1,9
